"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Alexy, A.J.","R","93.9",,,"92.1",,"46.3","92.1"
"Feyereisen, J.P.","R","93.9",,,"89.9",,"28.1",
"Lange, Alex","R","93.8",,,"96.9",,,"59.6"
"Hendricks, Kyle","R","93.8","86.7",,"87.3",,,"81.1"
"Alvarez, Jose","L","93.8","93.9","51","89.2",,"33.6",
"Stripling, Ross","R","93.7",,,"91.3",,"41",
"Smith, Joe","R","93.7","95.8",,"97.4",,"56.7",
"Gonsolin, Tony","R","93.7",,,,,"27.2","69.1"
"Coonrod, Sam","R","93.7","91.4",,"93.9",,"34.4",
"Rainey, Tanner","R","93.7",,,,,"21.4",
"Cabrera, Edward","R","93.6",,,"97.4",,"22.3","55.6"
"Espino, Paolo","R","93.6",,,"92.2",,,"98.4"
"Smith, Will","L","93.6",,,,,"22.8","57.7"
"Cueto, Johnny","R","93.5","93.3","57.4","79.8",,"31.2","21.8"
"Hess, David","R","93.5",,,"99.1",,"41.3",
"Lugo, Seth","R","93.5","92",,"95.1",,"40.3","84.6"
"Bauer, Trevor","R","93.5","91.7","26.5","91.5",,,
"Snell, Blake","L","93.5",,,"97.5",,"26.7","79.8"
"Rodriguez, Chris","R","93.4","92.7",,"97.4",,"32.6","75.9"
"Mayers, Mike","R","93.4",,"64",,,"19.5",
"Hill, Rich","L","93.3","87.7","47.4","94.7",,"36.9","94.8"
"Hernández, Carlos","R","93.3",,,,,"26.2",
"Ruiz, José","R","93.3",,,"88.8",,"49.4","48.5"
"Krol, Ian","L","93.2","94.2",,"96.1",,"34.2","79.9"
"Shoemaker, Matt","R","93.2","92.1",,,,"17.8",
"Brault, Steven","L","93.1","92.5",,"92.2",,"31.3","66.8"
"Wieck, Brad","L","93.1",,,,,,
"Tapia, Domingo","R","93.1","92.6",,"97.9",,"35.1",
"Ray, Robbie","L","93",,,"96.6",,"42.1",
"Davis, Austin","L","93",,,"98.3",,"34.4",
"Misiewicz, Anthony","L","93",,"36.4",,,,"61.8"
"Ponce, Cody","R","92.9",,"49.9","99.5",,"28.1","79.4"
"Bedrosian, Cam","R","92.9",,,,,"53.5",
"Watson, Tony","L","92.9","95",,"99.2",,"16.9",
"May, Dustin","R","92.9","90.6","30.2",,,,"58.5"
"Hembree, Heath","R","92.9",,,,,"31.9",
"Kimbrel, Craig","R","92.8",,,,,,
"Brubaker, JT","R","92.8","90",,"89.8",,"19.3","59.4"
"Keller, Kyle","R","92.7",,,,,,"57.5"
"Abad, Fernando","L","92.7","91.2","21.8","99.5",,,
"Allen, Logan","L","92.7","94.1",,"97.3",,"39.9","74.5"
"Jackson, Jay","R","92.6",,,,,"29.1",
"Abreu, Bryan","R","92.5","94.6",,,,"32.6","68.2"
"Houser, Adrian","R","92.5","89.8",,"87.8",,"34.8","94.6"
"Lorenzen, Michael","R","92.4","92.4","39.2","98.4",,"31.2","77.7"
"Zuber, Tyler","R","92.4",,,"92.3",,"44","72.1"
"Rucker, Michael","R","92.4","93.2","30.8","94.3",,"28.2","74.3"
"Chavez, Jesse","R","92.4","93.2","64","97.1",,"37.5",
"Mize, Casey","R","92.3","93.1",,,,"28.7",
"Ginkel, Kevin","R","92.2",,,,,"29.7",
"Romano, Jordan","R","92.2","96.3",,,,"23.6",
"Warren, Austin","R","92.2","94.9",,,,"23.3",
"Okert, Steven","L","92.2","90.5",,,,"41.3",
"Sale, Chris","L","92.1","93",,"99.2",,"61.8",
"Lyles, Jordan","R","92.1","84.4","28.8","98.4",,"28.4","80.1"
"Rodríguez, Joely","L","92.1","91.2",,"96.5",,"31.8",
"Alzolay, Adbert","R","92.1","93.1","50","93.2",,"37.8","36.7"
"Clarke, Taylor","R","92.1",,,"93",,"28.7","72.8"
"Wittgren, Nick","R","92",,"36.7","81",,"31.2",
"Webb, Tyler","L","92","91.1",,"98.7",,,"61.7"
"Flexen, Chris","R","92",,"53.9","98.5",,,"72"
"Berríos, José","R","92","96.2",,"95.4",,,
"Morton, Charlie","R","91.9","94.3","23.1","99.3",,,"79"
"Price, David","L","91.9","92.7","57.6","99.1",,,
"Underwood Jr., Duane","R","91.8","85.2","44.4","92.3",,,"72.5"
"Curtiss, John","R","91.8",,,,,"22.6",
"Gutierrez, Vladimir","R","91.7",,,"97.4",,"31.4","72.9"
"Naughton, Packy","L","91.7","92.4",,"92.1",,"29.4",
"Martin, Chris","R","91.6","86.4","45.3",,,,"62.3"
"Gsellman, Robert","R","91.6","92.7",,"99.4",,"46.6",
"Strasburg, Stephen","R","91.5","88.5",,"84.6",,,"74.5"
"Brach, Brad","R","91.5","92.6",,"79.1",,"34",
"Cahill, Trevor","R","91.5","87.5","27.8","87.7",,,
"Garrett, Amir","L","91.4",,,,,"19.3",
"Herget, Jimmy","R","91.4","90.9",,,,"22","58.8"
"Hernández, Elieser","R","91.3","91.5",,"91.7",,"47.4",
"Gilbert, Tyler","L","91.3","92.4","51.4",,,,
"Lynch IV, Daniel","L","91.2","90.2",,"99.5",,"12",
"Santana, Dennis","R","91.2","91.2",,"90",,"26.2","35.5"
"Manning, Matt","R","91.1","91.6",,"96",,"42","79.1"
"Bubic, Kris","L","91.1",,,"96.5",,,"82.7"
"Reid-Foley, Sean","R","91.1",,,"72.9",,"35.3",
"Smith, Burch","R","91.1",,,"97",,"34.4","85.9"
"Minaya, Juan","R","91",,,"84.4",,"19.9",
"Iglesias, Raisel","R","91","90.9",,"88.4",,"30.7",
"Morgan, Adam","L","90.9","88.9",,"94.1",,"27.5","50.9"
"Díaz, Yennsy","R","90.9",,,"97.5",,"21.5",
"Garrett, Braxton","L","90.9","81.9",,"95.1",,"36.7","77.9"
"Funkhouser, Kyle","R","90.8","85.5",,"92.7",,"26.8",
"Castillo, Diego","R","90.8","89",,,,"15.4",
"Scherzer, Max","R","90.7",,"49","98.4",,"25.2","67.3"
"Happ, J.A.","L","90.6","82.7",,"96.1",,"25.7","42.4"
"Alcantara, Sandy","R","90.6","90.5",,"88",,"18.4","37.7"
"Wick, Rowan","R","90.6",,"69.9",,,"40.5",
"Thielbar, Caleb","L","90.6",,,,,,"94.7"
"Kaprielian, James","R","90.5","89.5",,"57.7",,"25.9","59.4"
"Boxberger, Brad","R","90.4",,,"90",,"48.2",
"Smith, Drew","R","90.4","89.9","36.2","99.3",,,"74.3"
"Claudio, Alex","L","90.4","90.1",,"97.1",,"32.9",
"Alexander, Tyler","L","90.3","92.9","45.6","94",,"27.1",
"Rasmussen, Drew","R","90.3",,,"95.9",,"26.6","69.3"
"Sims, Lucas","R","90.2",,,,,"37.5","54.6"
"Law, Derek","R","90.2","82.8",,"98.6",,"33.3","69.7"
"Suarez, José","L","90.2","88.4",,"81.6",,,"51"
"Montas, Frankie","R","90.2","89.3","37",,,"33.1",
"Hearn, Taylor","L","90.1","87.9",,"84.5",,"36.3",
"Jiménez, Joe","R","90.1",,,"87.2",,"25.8",
"Lamet, Dinelson","R","90.1","90",,"88.7",,"19.3",
"Knebel, Corey","R","90.1",,,,,,
"Davidson, Tucker","L","90.1",,,,,"32.6","71"
"Trivino, Lou","R","90.1","90.1","61.1","99.2",,,"81.6"
"Murphy, Patrick","R","90","89",,,,,"81.8"
"Green, Chad","R","90",,,,,,"42.6"
"Floro, Dylan","R","90","92.1",,"94.3",,"39.5",
"Cease, Dylan","R","90",,,"86.6",,"38.6",
"Burr, Ryan","R","90",,"30.2",,,"75.1",
"Parker, Blake","R","90",,"68.8",,,,"67.5"
"Cisnero, José","R","89.9","92.6","32.6","96.5",,"27.6",
"Ureña, José","R","89.8","86.2",,"95.8",,"28.2",
"Reyes, Alex","R","89.7","88.1",,"97.1",,"33.1","96.4"
"Petit, Yusmeiro","R","89.7",,"80.3","94",,,"51.5"
"Cessa, Luis","R","89.6","87.2",,"80.3",,"28.7",
"Middleton, Keynan","R","89.6",,,"77.6",,"21.1",
"Tomlin, Josh","R","89.6",,"52.9","97.7",,,"46.6"
"Boyd, Matthew","L","89.5","88.9",,"87.4",,"31.5","93.6"
"McGowin, Kyle","R","89.5","89.2",,,,"44.7",
"Martin, Corbin","R","89.4",,,"71.3",,"36.3","53.6"
"Rodriguez, Jefry","R","89.4","87.8",,"92",,,"37.1"
"Quintana, Jose","L","89.4","90.6",,"94.2",,,"61.3"
"May, Trevor","R","89.3",,,"95",,"38.3",
"Watkins, Spenser","R","89.3",,"53.2","90.5",,,"54.7"
"García, Edgar","R","89.1","85.8",,"83.3",,"33",
"Kinley, Tyler","R","89.1",,,"97.5",,"32.7",
"Soto, Gregory","L","89.1","90.7",,,,"32.9",
"De Jong, Chase","R","89",,,"98.3",,"24.3","76.5"
"Ashby, Aaron","L","89","89.4",,"82.3",,"38","82.7"
"Martin, Brett","L","88.9","86.5",,,,"40","42.5"
"Eflin, Zach","R","88.8","85.9",,"98.2",,"47.5","63.6"
"Sheffield, Jordan","R","88.8",,,"99.5",,"29.1",
"Frankoff, Seth","R","88.8",,,"99.3",,"42","88.9"
"Graterol, Brusdar","R","88.8","86.5","46.1",,,"33.2",
"Garcia, Luis","R","88.7",,"38","99.1",,"56.3","80.7"
"Hentges, Sam","L","88.6","80.7",,,,"18.4","83.9"
"Hand, Brad","L","88.6","90.4",,,,,
"Guerra, Junior","R","88.6","88.6",,,,"36.7","51.2"
"Pagán, Emilio","R","88.5",,"29.3",,,,
"Bundy, Dylan","R","88.5","90.8",,"89.5",,"33.7","79.7"
"Minter, A.J.","L","88.4",,"28.8","90",,,
"Young, Alex","L","88.4","81","43","85.5",,,"17.8"
"Enns, Dietrich","L","88.4",,"23.5",,,,
"Chapman, Aroldis","L","88.4","87.6",,,,"45.7",
"Pineda, Michael","R","88.3",,,"94.1",,"11.9",
"King, Michael","R","88.2","85.2","36.3","99.3",,,
"Graveman, Kendall","R","88.2","92.4",,"91.2",,"32.5","68.3"
"Farrell, Luke","R","88.1",,,,,"19.7","78.5"
"Voth, Austin","R","88.1",,"49.4",,,,"74.9"
"Soria, Joakim","R","88.1",,,"78.4",,"73","98.4"
"Holloway, Jordan","R","88","86.5",,"96.3",,"31.1",
"Montgomery, Jordan","L","88","89.3","46.2","99.3",,,"43.2"
"Jones, Nate","R","88","90.3",,,,"14",
"Matzek, Tyler","L","88",,,,,"50.6","72.9"
"Mills, Alec","R","87.9","87.5",,"85.8",,"57.9","78.9"
"Wheeler, Zack","R","87.9","91","37.1","97.4",,,"67.6"
"McHugh, Collin","R","87.9",,"36.2",,,,"80.5"
"Holland, Greg","R","87.7",,,,,"38.3","59.3"
"Rogers, Trevor","L","87.7",,,"91.2",,"19.8",
"Stephan, Trevor","R","87.7",,,,,"43.7",
"Wilson, Bryse","R","87.7","88.1",,"96.6",,"33.5","71.9"
"Woodruff, Brandon","R","87.6","88.8",,"89",,"28.2","62.7"
"Chargois, JT","R","87.6","94.2",,,,"19.8",
"Darvish, Yu","R","87.4","90","58.6",,,"27.9","87.1"
"Loáisiga, Jonathan","R","87.3","88.6",,"96.3",,"27","38"
"Maeda, Kenta","R","87.3","80.2",,,,"20.6","74.2"
"Yang, Hyeon-Jong","L","87.2",,,"89.5",,"30.5","81.6"
"Brentz, Jake","L","87.1","91",,"94.7",,"31",
"Mantiply, Joe","L","87.1","90.6",,"99.6",,,"42.2"
"Garza Jr., Ralph","R","87.1","87.1","66.3","99.2",,"62.2","59.8"
"Ober, Bailey","R","87.1",,,"99.3",,"44","83.3"
"Castillo, Luis","R","87.1","88.7",,"87.1",,"13.9",
"Fulmer, Carson","R","87",,"25.1","95.4",,,"55.8"
"Antone, Tejay","R","87",,,,,"53.2","84.3"
"Patiño, Luis","R","87","76.8",,"95.7",,"40","55.7"
"Winkler, Dan","R","86.9","81","58.5",,,,"50.4"
"Peters, Dillon","L","86.8","85.7",,"99.1",,,"76.4"
"Corbin, Patrick","L","86.8","86.3",,"97.1",,"22.1","28.7"
"Pérez, Cionel","L","86.7",,,"93.7",,"45.7",
"Montero, Rafael","R","86.7","83.7",,"88.7",,"31.1",
"Barnes, Jacob","R","86.7",,"45.1","88",,,
"Treinen, Blake","R","86.5","90.3","39.6",,,"39.5",
"Buehler, Walker","R","86.5","83.3","46.3","93",,"51.8",
"Ramírez, Yohan","R","86.5",,,,,,
